"71769","ACCT 311","Managerial and Cost Accounting","003","Fairfax","Aug 29, 2016 - Dec 20, 2016","M","7:20 pm - 10:00 pm","MTB 1006","Lecture","Syed Hasan "
"73403","ACCT 311","Managerial and Cost Accounting","004","Fairfax","Aug 29, 2016 - Dec 20, 2016","MW","10:30 am - 11:45 am","ENT 277","Lecture","Massood Zadeh "
"74017","ACCT 311","Managerial and Cost Accounting","005","Fairfax","Aug 29, 2016 - Dec 20, 2016","R","7:20 pm - 10:00 pm","MTB 1006","Lecture","unknown "
"76916","ACCT 311","Managerial and Cost Accounting","006","Fairfax","Aug 29, 2016 - Dec 20, 2016","M","7:20 pm - 10:00 pm","CANCEL CRSE","Lecture","unknown "
"81463","ACCT 311","Managerial and Cost Accounting","007","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","9:00 am - 10:15 am","ENT 275","Lecture","Edward Douthett "
"75394","ACCT 330","Financial Accounting I","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","9:00 am - 10:15 am","IN 132","Lecture","Janet Faughnan "
"75395","ACCT 330","Financial Accounting I","002","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","9:00 am - 10:15 am","CANCEL CRSE","Lecture","unknown "
"75396","ACCT 330","Financial Accounting I","003","Fairfax","Aug 29, 2016 - Dec 20, 2016","W","7:20 pm - 10:00 pm","IN 132","Lecture","unknown "
"78072","ACCT 330","Financial Accounting I","004","Fairfax","Aug 29, 2016 - Dec 20, 2016","F","7:30 am - 10:10 am","CANCEL CRSE","Lecture","unknown "
"78073","ACCT 330","Financial Accounting I","005","Fairfax","Aug 29, 2016 - Dec 20, 2016","MW","1:30 pm - 2:45 pm","MERTEN 1200","Lecture","unknown "
"78074","ACCT 330","Financial Accounting I","006","Fairfax","Aug 29, 2016 - Dec 20, 2016","W","1:30 pm - 4:10 pm","MTB 1005","Lecture","unknown "
"78075","ACCT 330","Financial Accounting I","007","Fairfax","Aug 29, 2016 - Dec 20, 2016","R","4:30 pm - 7:10 pm","ENT 178","Lecture","Janet Faughnan "
"81458","ACCT 330","Financial Accounting I","008","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","9:00 am - 10:15 am","CANCEL CRSE","Lecture","unknown "
"81935","ACCT 330","Financial Accounting I","K01","GMU Korea","Aug 29, 2016 - Dec 16, 2016","F","9:15 am - 12:00 pm","KOREA TBA","Lecture","Jung-wha Lee "
"71826","ACCT 331","Financial Accounting II","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","MW","3:00 pm - 4:15 pm","MH D005","Lecture","Meng Li "
"71375","ACCT 331","Financial Accounting II","002","Fairfax","Aug 29, 2016 - Dec 20, 2016","MW","1:30 pm - 2:45 pm","ENT 173","Lecture","unknown "
"71374","ACCT 331","Financial Accounting II","003","Fairfax","Aug 29, 2016 - Dec 20, 2016","MW","4:30 pm - 5:45 pm","MH D001","Lecture","Meng Li "
"71376","ACCT 331","Financial Accounting II","004","Fairfax","Aug 29, 2016 - Dec 20, 2016","T","7:20 pm - 10:00 pm","IN 134","Lecture","unknown "
"74165","ACCT 331","Financial Accounting II","005","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","10:30 am - 11:45 am","ENT 277","Lecture","unknown "
"76909","ACCT 331","Financial Accounting II","006","Fairfax","Aug 29, 2016 - Dec 20, 2016","MW","9:00 am - 10:15 am","ENT 277","Lecture","unknown "
"82577","ACCT 331","Financial Accounting II","007","Fairfax","Aug 29, 2016 - Dec 20, 2016","M","7:20 pm - 10:00 pm","T L004","Lecture","Gary Brooks "
"81936","ACCT 331","Financial Accounting II","K01","GMU Korea","Aug 29, 2016 - Dec 16, 2016","F","1:00 pm - 3:40 pm","CANCEL CRSE","Lecture","unknown "
"82578","ACCT 331","Financial Accounting II","K02","GMU Korea","Aug 29, 2016 - Dec 16, 2016","S","1:00 pm - 3:40 pm","KOREA TBA","Lecture","Jung-wha Lee "
"71378","ACCT 332","Financial Accounting III","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","10:30 am - 11:45 am","ENT 174","Lecture","Bret Johnson "
"71377","ACCT 332","Financial Accounting III","002","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","12:00 pm - 1:15 pm","ENT 174","Lecture","Mark Ingram "
"71380","ACCT 332","Financial Accounting III","003","Fairfax","Aug 29, 2016 - Dec 20, 2016","W","4:30 pm - 7:10 pm","EXPL L111","Lecture","Mark Ingram "
"71379","ACCT 332","Financial Accounting III","004","Fairfax","Aug 29, 2016 - Dec 20, 2016","W","7:20 pm - 10:00 pm","IN 208","Lecture","unknown "
"78080","ACCT 332","Financial Accounting III","005","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","9:00 am - 10:15 am","EXPL L111","Lecture","Bret Johnson "
"71381","ACCT 351","Taxation/Mngrl Decision Mkg","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","MW","1:30 pm - 2:45 pm","MH D001","Lecture","Kelly Wentland "
"71382","ACCT 351","Taxation/Mngrl Decision Mkg","002","Fairfax","Aug 29, 2016 - Dec 20, 2016","MW","3:00 pm - 4:15 pm","ENT 173","Lecture","Kelly Wentland "
"71383","ACCT 351","Taxation/Mngrl Decision Mkg","003","Fairfax","Aug 29, 2016 - Dec 20, 2016","M","7:20 pm - 10:00 pm","ENT 174","Lecture","Kelly Wentland "
"74353","ACCT 351","Taxation/Mngrl Decision Mkg","004","Fairfax","Aug 29, 2016 - Dec 20, 2016","W","7:20 pm - 10:00 pm","EXPL L111","Lecture","Mark Kotila "
"77308","ACCT 351","Taxation/Mngrl Decision Mkg","005","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","9:00 am - 10:15 am","MH D001","Lecture","Massood Zadeh "
"78076","ACCT 351","Taxation/Mngrl Decision Mkg","006","Fairfax","Aug 29, 2016 - Dec 20, 2016","MW","7:30 am - 8:45 am","ENT 277","Lecture","Kelly Wentland "
"71384","ACCT 361","Accounting Information Systems","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","MW","10:30 am - 11:45 am","IN 222","Lecture","Heather Baker "
"71385","ACCT 361","Accounting Information Systems","002","Fairfax","Aug 29, 2016 - Dec 20, 2016","R","7:20 pm - 10:00 pm","IN 129","Lecture","Gerald Litzler "
"72437","ACCT 361","Accounting Information Systems","003","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","9:00 am - 10:15 am","IN 223","Lecture","Karen Kitching "
"72441","ACCT 361","Accounting Information Systems","004","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","12:00 pm - 1:15 pm","IN 222","Lecture","Karen Kitching "
"72563","ACCT 361","Accounting Information Systems","005","Fairfax","Aug 29, 2016 - Dec 20, 2016","W","7:20 pm - 10:00 pm","IN 222","Lecture","Karen Oberst "
"82576","ACCT 361","Accounting Information Systems","006","Fairfax","Aug 29, 2016 - Dec 20, 2016","MW","9:00 am - 10:15 am","IN 223","Lecture","Heather Baker "
"71386","ACCT 433","Advanced Financial Accounting","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","W","1:30 pm - 4:15 pm","ENT 174","Lecture","Mark Ingram "
"71387","ACCT 461","Assurance and Audit Services","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","MW","12:00 pm - 1:15 pm","ENT 277","Lecture","unknown "
"71388","ACCT 461","Assurance and Audit Services","002","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","9:00 am - 10:15 am","ENT 174","Lecture","unknown "
"72561","ACCT 461","Assurance and Audit Services","003","Fairfax","Aug 29, 2016 - Dec 20, 2016","T","7:20 pm - 10:00 pm","ENT 174","Lecture","unknown "
"74375","ACCT 461","Assurance and Audit Services","004","Fairfax","Aug 29, 2016 - Dec 20, 2016","R","7:20 pm - 10:00 pm","ENT 277","Lecture","unknown "
"78078","ACCT 461","Assurance and Audit Services","005","Fairfax","Aug 29, 2016 - Dec 20, 2016","F","10:30 am - 1:10 pm","CANCEL CRSE","Lecture","unknown "
"81464","ACCT 461","Assurance and Audit Services","006","Fairfax","Aug 29, 2016 - Dec 20, 2016","MW","3:00 pm - 4:15 pm","IN 136","Lecture","unknown "
"74051","ACCT 472","Govt/Not-for-Profit Accounting","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","T","4:30 pm - 7:10 pm","R B111","Lecture","Syed Hasan "
"73614","ACCT 492","Internship in Accounting","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","","","TBA TBA","Internship","Constance Hylton "
"76740","ACCT 531","Foundations Financial Report I","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","T","7:20 pm - 10:00 pm","IN 134","Lecture","unknown "
"76968","ACCT 531","Foundations Financial Report I","P01","Fairfax","Aug 29, 2016 - Dec 20, 2016","MW","9:00 am - 10:15 am","ENT 277","Lecture","unknown "
"81884","ACCT 532","Foundatns Financial Report II","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","W","7:20 pm - 10:00 pm","IN 208","Lecture","unknown "
"77043","ACCT 532","Foundatns Financial Report II","P03","Fairfax","Aug 29, 2016 - Dec 20, 2016","W","4:30 pm - 7:10 pm","EXPL L111","Lecture","Mark Ingram "
"76739","ACCT 551","Fnd Taxation Business Entities","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","M","7:20 pm - 10:00 pm","ENT 174","Lecture","Kelly Wentland "
"81886","ACCT 551","Fnd Taxation Business Entities","002","Fairfax","Aug 29, 2016 - Dec 20, 2016","W","7:20 pm - 10:00 pm","EXPL L111","Lecture","Mark Kotila "
"77309","ACCT 551","Fnd Taxation Business Entities","P02","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","9:00 am - 10:15 am","MH D001","Lecture","Massood Zadeh "
"81885","ACCT 561","Foundations Assurance Services","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","T","7:20 pm - 10:00 pm","ENT 174","Lecture","unknown "
"77042","ACCT 561","Foundations Assurance Services","P02","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","9:00 am - 10:15 am","ENT 174","Lecture","unknown "
"75630","ACCT 601","Online MSA Orientation Course","DL1","Internet","Aug 15, 2016 - Oct 25, 2016","","","ON LINE","Seminar","Karen Kitching "
"74576","ACCT 611","Advanced Managerial Accounting","001","Fairfax","Oct 26, 2016 - Jan 27, 2016","R","6:30 pm - 10:05 pm","MH D001","Lecture","Long Chen "
"78100","ACCT 611","Advanced Managerial Accounting","DL1","Internet","Oct 26, 2016 - Jan 27, 2016","","","ON LINE","Lecture","Long Chen "
"81814","ACCT 630","Advanced Financial Accounting","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","W","1:30 pm - 4:15 pm","ENT 174","Lecture","Mark Ingram "
"76083","ACCT 633","Identify/Res Adv Iss Fnan Acct","003","Fairfax","Oct 26, 2016 - Jan 27, 2016","T","6:30 pm - 10:05 pm","MH D023","Lecture","unknown "
"74578","ACCT 633","Identify/Res Adv Iss Fnan Acct","DL1","Internet","Oct 26, 2016 - Jan 27, 2016","","","ON LINE","Lecture","unknown "
"76279","ACCT 636","Fraud Examination","003","Fairfax","Aug 15, 2016 - Oct 25, 2016","W","6:30 pm - 10:05 pm","AB 2003","Lecture","Robert Broshears "
"73630","ACCT 636","Fraud Examination","DL1","Internet","Aug 15, 2016 - Oct 25, 2016","","","ON LINE","Lecture","unknown "
"72421","ACCT 651","ID/Res Adv Iss Taxation","001","Fairfax","Aug 15, 2016 - Oct 25, 2016","R","6:30 pm - 10:05 pm","MH D001","Lecture","Gary Dittmer "
"78103","ACCT 651","ID/Res Adv Iss Taxation","DL1","Internet","Aug 15, 2016 - Oct 25, 2016","","","ON LINE","Lecture","Gary Dittmer "
"72370","ACCT 690","Prof'l Accounting Colloquium","001","Fairfax","Aug 15, 2016 - Oct 25, 2016","T","6:30 pm - 10:05 pm","MH D023","Lecture","Megan Cosgrove "
"73631","ACCT 690","Prof'l Accounting Colloquium","DL1","Internet","Aug 15, 2016 - Oct 25, 2016","","","ON LINE","Lecture","Megan Cosgrove "
"77233","ACCT 695","Graduate Field Experience","002","Fairfax","Aug 15, 2016 - Oct 25, 2016","","","CANCEL CRSE","Internship","unknown "
"74463","ACCT 738","Advanced Topics in Fraud","001","Fairfax","Oct 26, 2016 - Jan 27, 2016","W","6:30 pm - 10:05 pm","MH D001","Lecture","Robert Broshears "
"78105","ACCT 738","Advanced Topics in Fraud","DL1","Internet","Oct 26, 2016 - Jan 27, 2016","","","ON LINE","Lecture","Robert Broshears "
"75824","AE 000","AE Pre-Registration","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","","","TBA TBA","Lecture","unknown "
"74520","AE 010","Level 1 Core","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","MTWRF","8:30 am - 10:20 am","GLOBAL 1306B","Lecture","unknown "
"77121","AE 010","Level 1 Core","002","Fairfax","Aug 29, 2016 - Dec 20, 2016","MTWRF","8:30 am - 10:20 am","GLOBAL TBA","Lecture","unknown "
"74746","AE 011","Level 1 Oral Comm Skills","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","MWF","10:30 am - 12:20 pm","GLOBAL 1315","Lecture","unknown "
"74747","AE 013","Vocabulary in Daily Life","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","12:30 pm - 1:20 pm","GLOBAL SALON A","Lecture","unknown "
"74748","AE 014","Listening in Daily Life","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","10:30 am - 11:20 am","GLOBAL 1308","Lecture","unknown "
"77122","AE 015","Writing Daily Life","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","1:30 pm - 2:20 pm","GLOBAL SALON A","Lecture","unknown "
"74798","AE 020","Level 2 Core","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","MTWRF","8:30 am - 10:20 am","GLOBAL 1308","Lecture","unknown "
"76898","AE 020","Level 2 Core","002","Fairfax","Aug 29, 2016 - Dec 20, 2016","MTWRF","8:30 am - 10:20 am","GLOBAL 1316B","Lecture","unknown "
"74750","AE 021","Level 2 Oral Comm Skills","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","MWF","10:30 am - 12:20 pm","GLOBAL 1306A","Lecture","unknown "
"76881","AE 022","Writing with Computers","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","12:30 pm - 1:20 pm","GLOBAL 1307","Lecture","unknown "
"74753","AE 023","Basic Spelling Skills","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","10:30 am - 11:20 am","GLOBAL 1307","Lecture","unknown "
"74754","AE 024","Basic Pronunciation Skills","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","2:30 pm - 3:20 pm","GLOBAL 1315","Lecture","unknown "
"73984","AE 030","Level 3 Core","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","MTWRF","8:30 am - 10:20 am","GLOBAL 1316A","Lecture","unknown "
"73985","AE 030","Level 3 Core","002","Fairfax","Aug 29, 2016 - Dec 20, 2016","MTWRF","8:30 am - 10:20 am","GLOBAL TBA","Lecture","unknown "
"77123","AE 030","Level 3 Core","003","Fairfax","Aug 29, 2016 - Dec 20, 2016","MTWRF","2:30 pm - 4:20 pm","GLOBAL SALON A","Lecture","unknown "
"74799","AE 031","Level 3 Oral Comm Skills","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","MWF","10:30 am - 12:20 pm","GLOBAL 1316A","Lecture","unknown "
"74763","AE 031","Level 3 Oral Comm Skills","002","Fairfax","Aug 29, 2016 - Dec 20, 2016","MWF","10:30 am - 12:20 pm","GLOBAL 1311","Lecture","unknown "
"76891","AE 031","Level 3 Oral Comm Skills","003","Fairfax","Aug 29, 2016 - Dec 20, 2016","MWF","12:30 pm - 2:20 pm","GLOBAL 1311","Lecture","unknown "
"77579","AE 031","Level 3 Oral Comm Skills","004","Fairfax","Aug 29, 2016 - Dec 20, 2016","MWF","10:30 am - 12:20 pm","GLOBAL TBA","Lecture","unknown "
"74764","AE 033","Reading Plus","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","10:30 am - 11:20 am","GLOBAL 1316A","Lecture","unknown "
"73986","AE 035","Developing Vocabulary","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","3:30 pm - 4:20 pm","GLOBAL 1315","Lecture","unknown "
"77124","AE 036","American Culture","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","1:30 pm - 2:20 pm","GLOBAL 1405","Lecture","unknown "
"73987","AE 040","Level 4 Core","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","MTWRF","8:30 am - 10:20 am","GLOBAL 1405","Lecture","unknown "
"73988","AE 040","Level 4 Core","002","Fairfax","Aug 29, 2016 - Dec 20, 2016","MTWRF","8:30 am - 10:20 am","GLOBAL 1307","Lecture","unknown "
"76899","AE 040","Level 4 Core","003","Fairfax","Aug 29, 2016 - Dec 20, 2016","MTWRF","12:30 pm - 2:20 pm","GLOBAL 1309","Lecture","unknown "
"76900","AE 040","Level 4 Core","004","Fairfax","Aug 29, 2016 - Dec 20, 2016","MTWRF","12:30 pm - 2:20 pm","GLOBAL 1316B","Lecture","unknown "
"77125","AE 040","Level 4 Core","005","Fairfax","Aug 29, 2016 - Dec 20, 2016","MTWRF","2:30 pm - 4:20 pm","GLOBAL SALON C","Lecture","unknown "
"77580","AE 040","Level 4 Core","006","Fairfax","Aug 29, 2016 - Dec 20, 2016","MTWRF","2:30 pm - 4:20 pm","GLOBAL TBA","Lecture","unknown "
"74765","AE 041","Level 4 Oral Comm Skills","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","MWF","10:30 am - 12:20 pm","GLOBAL 1316B","Lecture","unknown "
"74766","AE 041","Level 4 Oral Comm Skills","002","Fairfax","Aug 29, 2016 - Dec 20, 2016","MWF","10:30 am - 12:20 pm","GLOBAL 1307","Lecture","unknown "
"76892","AE 041","Level 4 Oral Comm Skills","003","Fairfax","Aug 29, 2016 - Dec 20, 2016","MWF","12:30 pm - 2:20 pm","GLOBAL 1306B","Lecture","unknown "
"76894","AE 041","Level 4 Oral Comm Skills","004","Fairfax","Aug 29, 2016 - Dec 20, 2016","MWF","12:30 pm - 2:20 pm","GLOBAL 1306A","Lecture","unknown "
"76893","AE 041","Level 4 Oral Comm Skills","005","Fairfax","Aug 29, 2016 - Dec 20, 2016","MWF","2:30 pm - 4:20 pm","GLOBAL 1407","Lecture","unknown "
"77126","AE 041","Level 4 Oral Comm Skills","006","Fairfax","Aug 29, 2016 - Dec 20, 2016","MWF","8:30 am - 10:20 am","GLOBAL SALON C","Lecture","unknown "
"77127","AE 041","Level 4 Oral Comm Skills","007","Fairfax","Aug 29, 2016 - Dec 20, 2016","MWF","2:30 pm - 4:20 pm","GLOBAL TBA","Lecture","unknown "
"73989","AE 042","Faces of America","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","T","6:30 pm - 8:20 pm","GLOBAL SALON A","Lecture","unknown "
"76882","AE 042","Int TOEFL R/W","002","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","10:30 am - 11:20 am","GLOBAL 1309","Lecture","unknown "
"76883","AE 042","Int TOEFL L/S","003","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","5:30 pm - 6:20 pm","GLOBAL 1316B","Lecture","unknown "
"76884","AE 042","Prep for Undergrad Study","004","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","12:30 pm - 1:20 pm","GLOBAL 1308","Lecture","unknown "
"77389","AE 042","Level 4-5 Special Topics","005","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","1:30 pm - 2:20 pm","GLOBAL TBA","Lecture","unknown "
"74767","AE 045","Developing Spelling Skills","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","10:30 am - 11:20 am","GLOBAL 1306B","Lecture","unknown "
"74768","AE 046","Developing Pronunciation Skill","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","10:30 am - 11:20 am","GLOBAL SALON A","Lecture","unknown "
"74769","AE 048","Present Yourself","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","5:30 pm - 6:20 pm","GLOBAL 1315","Lecture","unknown "
"74770","AE 050","Level 5 Core","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","MTWRF","8:30 am - 10:20 am","GLOBAL 1311","Lecture","unknown "
"74771","AE 050","Level 5 Core","002","Fairfax","Aug 29, 2016 - Dec 20, 2016","MTWRF","8:30 am - 10:20 am","GLOBAL 1315","Lecture","unknown "
"74772","AE 050","Level 5 Core","003","Fairfax","Aug 29, 2016 - Dec 20, 2016","MTWRF","12:30 pm - 2:20 pm","GLOBAL 1315","Lecture","unknown "
"76901","AE 050","Level 5 Core","004","Fairfax","Aug 29, 2016 - Dec 20, 2016","MTWRF","12:30 pm - 2:20 pm","GLOBAL 1316A","Lecture","unknown "
"76902","AE 050","Level 5 Core","005","Fairfax","Aug 29, 2016 - Dec 20, 2016","MTWRF","2:30 pm - 4:20 pm","GLOBAL 1306B","Lecture","unknown "
"76903","AE 050","Level 5 Core","006","Fairfax","Aug 29, 2016 - Dec 20, 2016","MTWRF","2:30 pm - 4:20 pm","GLOBAL 1316B","Lecture","unknown "
"73990","AE 051","Level 5 Oral Comm Skills","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","MWF","10:30 am - 12:20 pm","GLOBAL 1308","Lecture","unknown "
"74773","AE 051","Level 5 Oral Comm Skills","002","Fairfax","Aug 29, 2016 - Dec 20, 2016","MWF","10:30 am - 12:20 pm","GLOBAL 1309","Lecture","unknown "
"74774","AE 051","Level 5 Oral Comm Skills","003","Fairfax","Aug 29, 2016 - Dec 20, 2016","MWF","12:30 pm - 2:20 pm","GLOBAL 1308","Lecture","unknown "
"74775","AE 051","Level 5 Oral Comm Skills","004","Fairfax","Aug 29, 2016 - Dec 20, 2016","MWF","8:30 am - 10:20 am","GLOBAL 1309","Lecture","unknown "
"76895","AE 051","Level 5 Oral Comm Skills","005","Fairfax","Aug 29, 2016 - Dec 20, 2016","MWF","4:30 pm - 6:20 pm","GLOBAL 1308","Lecture","unknown "
"76896","AE 051","Level 5 Oral Comm Skills","006","Fairfax","Aug 29, 2016 - Dec 20, 2016","MWF","4:30 pm - 6:20 pm","GLOBAL TBA","Lecture","unknown "
"77645","AE 051","Level 5 Oral Comm Skills","008","Fairfax","Aug 29, 2016 - Dec 20, 2016","MWF","4:30 pm - 6:20 pm","GLOBAL TBA","Lecture","unknown "
"73991","AE 052","English through Current Events","001","Fairfax","Aug 29, 2016 - Dec 20, 2016","TR","10:30 am - 11:20 am","GLOBAL 1311","Lecture","unknown "
